time,x,y,v_raw,v,v_d,a,v_des,v_d_des,a_des,throttle,throttle_des,brake,brake_des,steer
1546200926.497342,1131.23,1183.27,2.7682147328e-07,2.7624134426461695e-07,-2.8351229890299255e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.50682,1131.23,1183.27,1.2300909104e-06,4.352162719538475e-07,-1.4072790554306895e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.515865,1131.23,1183.27,1.2300909104e-06,5.676953783615395e-07,-1.4072790554306895e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.539439,1131.23,1183.27,1.2300909104e-06,6.78094633701283e-07,1.1146997826502868e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.553201,1131.23,1183.27,1.2300909104e-06,7.700940131510692e-07,1.8464828650153351e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.56566,1131.23,1183.27,1.2300909104e-06,8.467601626925577e-07,2.306047389846801e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.585538,1131.23,1183.27,2.65694379456e-07,7.499158654864649e-07,2.5589353381227218e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.599892,1131.23,1183.27,2.65694379456e-07,6.692122844813874e-07,2.5589353381227218e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.620486,1131.23,1183.27,2.65694379456e-07,6.019593003104895e-07,5.395702350027929e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.633734,1131.23,1183.27,2.65694379456e-07,5.459151468347414e-07,5.395702350027929e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.655024,1131.23,1183.27,1.3031752448e-06,6.721251631622845e-07,-1.7833442066392918e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.672019,1131.23,1183.27,1.3031752448e-06,7.773001767685704e-07,1.0339019014432947e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.680234,1131.23,1183.27,1.3031752448e-06,8.649460214404754e-07,1.5909069603946273e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546200926.701396,1131.23,1183.27,1.3031752448e-06,9.379842253337295e-07,2.0561037100732626e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
