time,x,y,v_raw,v,v_d,a,v_des,a_des,throttle,brake,steer
1546086903.686257,1231.116,1191.921,12.0764011456,12.195246230642342,-1.3030483609023635,5.148442347462361e-05,12.175223808,-0.23717813617890088,0.0,0.0,0.0
1546086903.728061,1231.116,1191.921,12.0272714496,12.16725043380195,-1.2744963228150843,2.9349521317548118e-06,12.175223808,-0.23984423616748826,0.0,0.0,0.0
1546086903.731801,1231.596,1191.962,12.0272714496,12.143920603101627,-1.2744963228150843,0.0,12.175223808,-0.23984423616748826,0.0,0.0,0.0
1546086903.737445,1231.835,1191.983,12.0027825984,12.120397602318022,-1.2744963228150843,0.0,12.1010464608,-0.24248536510154603,0.0,0.0,0.0
1546086903.779837,1232.074,1192.003,11.9783429216,12.09672182219835,-1.2574578905332117,0.0,12.0272714496,-0.24383229212844307,0.0,0.0,0.0
1546086903.793554,1232.55,1192.044,11.9296110912,12.068870033698627,-1.250922710308321,1.0690287267388033e-05,12.0272714496,-0.24383229212844307,0.0,0.0,0.0
1546086903.838522,1232.55,1192.044,11.9296110912,12.045660209948856,-1.274990643466933,0.0,11.9783429216,-0.24794541314171778,0.0,0.0,0.0
1546086903.844639,1232.787,1192.065,11.9053189376,12.022269997890714,-1.274990643466933,-2.3067406533876286e-05,11.9783429216,-0.24794541314171778,0.0,0.0,0.0
1546086903.849228,1233.024,1192.085,11.8810759584,11.998737657975596,-1.265673572997123,0.0,11.9783429216,-0.24794541314171778,0.0,0.0,0.0
1546086903.892772,1233.495,1192.126,11.8327375232,11.97107096884633,-1.2499809685955174,3.215426732563847e-06,11.9296110912,-0.25075550327697677,0.0,0.0,0.0
1546086903.897528,1233.495,1192.126,11.8327375232,11.948015394571943,-1.2499809685955174,0.0,11.9296110912,-0.25075550327697677,0.0,0.0,0.0
1546086903.908412,1233.966,1192.167,11.7845957856,11.92077879307662,-1.2411807419302592,0.0,11.8810759584,-0.25358190144165865,0.0,0.0,0.0
1546086903.951788,1233.966,1192.167,11.7845957856,11.89808162516385,-1.2619444862147466,0.0,11.7845957856,-0.256426388089719,0.0,0.0,0.0
1546086903.955905,1233.966,1192.167,11.7606031488,11.875168545769876,-1.2619444862147466,0.0,11.7845957856,-0.256426388089719,0.0,0.0,0.0
1546086903.965776,1234.434,1192.207,11.736655215999999,11.852082990808231,-1.2619444862147466,0.0,11.7845957856,-0.256426388089719,0.0,0.0,0.0
1546086904.007955,1234.9,1192.247,11.6889024032,11.824886226206859,-1.2354742196287734,0.0,11.7606031488,-0.2592436118291429,0.0,0.0,0.0
1546086904.011464,1234.9,1192.247,11.6889024032,11.802222255705715,-1.2354742196287734,0.0,11.7606031488,-0.2592436118291429,0.0,0.0,0.0
1546086904.016728,1235.133,1192.267,11.6651019936,11.779368878688096,-1.2354742196287734,2.6534154185303953e-05,11.7606031488,-0.2592436118291429,0.0,0.0,0.0
1546086904.04634,1235.365,1192.287,11.641346288,11.756365113573414,-1.227182554708709,4.136009543531725e-06,11.6889024032,-0.2635028453843391,0.0,0.0,0.0
1546086904.092494,1235.827,1192.327,11.5939824,11.729301327977845,-1.2077212813177811,3.020451374613665e-06,11.6651019936,-0.2649313158658738,0.0,0.0,0.0
1546086904.097141,1235.827,1192.327,11.5939824,11.706748173314871,-1.2077212813177811,0.0,11.6651019936,-0.2649313158658738,0.0,0.0,0.0
1546086904.105306,1236.058,1192.347,11.570374217600001,11.684019180695726,-1.2077212813177811,1.539062629211182e-05,11.641346288,-0.2677141118617792,0.0,0.0,0.0
1546086904.148185,1236.517,1192.387,11.523300905600001,11.657232801513105,-1.1901276471413673,0.0,11.641346288,-0.2691093297611422,0.0,0.0,0.0
1546086904.153422,1236.517,1192.387,11.523300905600001,11.634910818860922,-1.1901276471413673,0.0,11.641346288,-0.2691093297611422,0.0,0.0,0.0
1546086904.160591,1236.747,1192.407,11.499835776,11.612398311717435,-1.1901276471413673,0.0,11.641346288,-0.2691093297611422,0.0,0.0,0.0
1546086904.20445,1236.975,1192.427,11.4764198208,11.589735229897864,-1.178860427945942,0.0,11.523300905600001,-0.27354532077996535,0.0,0.0,0.0
1546086904.216522,1237.431,1192.466,11.4297264928,11.563067107048221,-1.17495776649375,0.0,11.523300905600001,-0.27354532077996535,0.0,0.0,0.0
1546086904.260368,1237.431,1192.466,11.4297264928,11.540843671340186,-1.2020976758377313,0.0,11.4764198208,-0.27797779303555764,0.0,0.0,0.0
1546086904.265131,1237.659,1192.485,11.40644912,11.518444579450154,-1.2020976758377313,0.0,11.4764198208,-0.27797779303555764,0.0,0.0,0.0
