time,x,y,v,v_d,a,v_des,a_des,throttle,brake,steer
1545754609.286631,1131.23,1183.27,0.0758687813871723,-2.7863409716265464,5.8785151724385285e-06,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.306605,1131.23,1183.27,0.05378264853382966,-2.4057193309645224,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.326607,1131.23,1183.27,0.045416689119684724,-2.0744758560291836,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.346594,1131.23,1183.27,0.03263536223696328,-1.7771752289377907,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.366613,1131.23,1183.27,0.03263536223696328,-1.5293479692520546,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.386656,1131.23,1183.27,0.03263536223696328,-1.3227665663424153,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.406622,1131.23,1183.27,0.02752307380360274,-1.1449806643565479,8.5871594949904e-06,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.426627,1131.23,1183.27,0.019712633141524126,-0.9837281798973435,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.446612,1131.23,1183.27,0.016754132890736774,-0.8444462052053207,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.466626,1131.23,1183.27,0.012234201952033872,-0.7208141045376865,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.486609,1131.23,1183.27,0.010335359292294894,-0.6165155286886691,1.660415864361741e-05,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.506649,1131.23,1183.27,0.010335359292294894,-0.5295550174195572,1.660415864361741e-05,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.526613,1131.23,1183.27,0.010335359292294894,-0.4571480867841941,1.660415864361741e-05,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.546814,1131.23,1183.27,0.008752990409179078,-0.3940119623773405,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.566631,1131.23,1183.27,0.0063354823933076945,-0.3375850385831133,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.586642,1131.23,1183.27,0.0063354823933076945,-0.29047308281211226,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.606612,1131.23,1183.27,0.005287892113751079,-0.2508039620773998,3.867673044313381e-06,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.62663,1131.23,1183.27,0.0036874069644284714,-0.21506026370435388,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.646636,1131.23,1183.27,0.00257595894406555,-0.18342566650005498,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.666625,1131.23,1183.27,0.0021549559060492916,-0.15636500899170402,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.686621,1131.23,1183.27,0.0021549559060492916,-0.1338132472903971,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.706594,1131.23,1183.27,0.0018106517648277432,-0.11438411354301561,8.696787080205943e-06,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.726618,1131.23,1183.27,0.0018106517648277432,-0.09818584812218631,8.696787080205943e-06,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.746598,1131.23,1183.27,0.0018106517648277432,-0.0846936199979702,8.696787080205943e-06,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.76661,1131.23,1183.27,0.0015237316471431194,-0.07296759562451,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.786605,1131.23,1183.27,0.0012846315490725995,-0.06279933133207184,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.806612,1131.23,1183.27,0.0010853814673471662,-0.05399260144090919,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.826609,1131.23,1183.27,0.0009193397325759719,-0.04637773144234864,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.846596,1131.23,1183.27,0.0007759493270346432,-0.03984380042405938,7.135367858956363e-06,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.867223,1131.23,1183.27,0.0007759493270346432,-0.03436176379506531,7.135367858956363e-06,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.886622,1131.23,1183.27,0.0006564573224168694,-0.029661423521300707,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.906609,1131.23,1183.27,0.0005568806519020578,-0.02554819382939562,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.926618,1131.23,1183.27,0.0004739000931397148,-0.021981353733199323,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.946564,1131.23,1183.27,0.00040474962750442904,-0.018895612814011947,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.966599,1131.23,1183.27,0.0002921978064073202,-0.016203264027070584,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754609.986608,1131.23,1183.27,0.00024642577885090016,-0.01388398123958852,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.006602,1131.23,1183.27,0.00020828242255388347,-0.0118879407304064,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.026603,1131.23,1183.27,0.00017649629230636956,-0.010171489316586468,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.046612,1131.23,1183.27,0.00015000785043344132,-0.00869687837552906,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.066627,1131.23,1183.27,0.00012793414887266779,-0.007431208290127744,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.086609,1131.23,1183.27,0.00010665498560959116,-0.006370160906751395,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.106626,1131.23,1183.27,0.00010665498560959116,-0.005485641881726862,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.126612,1131.23,1183.27,0.00010665498560959116,-0.004748819572231229,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.146605,1131.23,1183.27,7.414515284655742e-05,-0.0040805356531843535,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.166617,1131.23,1183.27,6.183082225449919e-05,-0.003503004767497462,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.186638,1131.23,1183.27,5.156888009445066e-05,-0.003004596272308538,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.206636,1131.23,1183.27,4.301726162774355e-05,-0.0025751014286862503,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.226631,1131.23,1183.27,3.5890912905487624e-05,-0.0022053190236988314,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.246625,1131.23,1183.27,3.017253684609302e-05,-0.0018854332383576426,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.266617,1131.23,1183.27,2.540722346326418e-05,-0.0016109209761186632,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.286609,1131.23,1183.27,2.1436128977573484e-05,-0.0013755400505915604,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.306605,1131.23,1183.27,1.5369179068879362e-05,-0.0011692686523733441,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.32661,1131.23,1183.27,1.2978636436066136e-05,-0.000994306765427656,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.346596,1131.23,1183.27,1.2978636436066136e-05,-0.0008485241999485044,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.36663,1131.23,1183.27,1.2978636436066136e-05,-0.0007269908057820186,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.388032,1131.23,1183.27,9.326418524823707e-06,-0.0006187536547752366,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.406616,1131.23,1183.27,7.94300264935309e-06,-0.0005280349091561718,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.426632,1131.23,1183.27,5.829450617384091e-06,-0.0004480285882849357,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.446636,1131.23,1183.27,5.829450617384091e-06,-0.00038136142133599825,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.466628,1131.23,1183.27,4.912274150588076e-06,-0.00032544733688682516,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.486619,1131.23,1183.27,4.912274150588076e-06,-0.00027885272246569383,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.50663,1131.23,1183.27,4.912274150588076e-06,-0.00024001622431123103,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.526619,1131.23,1183.27,3.511032326316387e-06,-0.00020532417167015433,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.54661,1131.23,1183.27,2.5379477261277135e-06,-0.00017479103291106294,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.566623,1131.23,1183.27,2.169355074541095e-06,-0.0001487288264349406,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.58667,1131.23,1183.27,1.6062274123948716e-06,-0.0001260687524576823,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.606623,1131.23,1183.27,1.4354970701690598e-06,-0.00010648339702046459,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.626621,1131.23,1183.27,1.4354970701690598e-06,-9.015905408993167e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.64663,1131.23,1183.27,1.4354970701690598e-06,-7.655465507390858e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.666635,1131.23,1183.27,1.2932217849808832e-06,-6.498087766653983e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.686639,1131.23,1183.27,1.1746590473240695e-06,-5.513855495648424e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.706656,1131.23,1183.27,9.935215314594929e-07,-4.6634343167225465e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.726651,1131.23,1183.27,9.249088360562442e-07,-3.94338688196853e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.746627,1131.23,1183.27,8.677315898868702e-07,-3.3338603539469505e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.766655,1131.23,1183.27,7.730874263723919e-07,-2.8569773220868532e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.78833,1131.23,1183.27,6.942172901103266e-07,-2.4414601378773843e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.806621,1131.23,1183.27,6.284921765586055e-07,-2.0944385171568378e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.826712,1131.23,1183.27,5.28078808632365e-07,-1.783228862778213e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.846631,1131.23,1183.27,4.900434419936375e-07,-1.5178488316677739e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.86664,1131.23,1183.27,4.960240205946979e-07,-1.2598924627630497e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.886654,1131.23,1183.27,5.010078360955816e-07,-1.0457600716784313e-05,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.908076,1131.23,1183.27,5.051610156796514e-07,-8.682355069831822e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.926627,1131.23,1183.27,5.115061511553134e-07,-7.20938379096925e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.946623,1131.23,1183.27,5.139096115627612e-07,-5.9877871490444645e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.966643,1131.23,1183.27,4.709097160516343e-07,-5.347796967703188e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754610.986613,1131.23,1183.27,4.0521543124296825e-07,-4.70571403117234e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.00667,1131.23,1183.27,3.803312324518069e-07,-4.128207744206893e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.026627,1131.23,1183.27,3.5959440012583906e-07,-3.6133518225596075e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.046617,1131.23,1183.27,3.4231370652086586e-07,-3.1552045731031282e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.066635,1131.23,1183.27,3.390701144153882e-07,-2.6563429591396244e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.086686,1131.23,1183.27,3.390701144153882e-07,-2.2405803124466616e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.10669,1131.23,1183.27,3.390701144153882e-07,-1.8941747436890113e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.126661,1131.23,1183.27,3.34114626476464e-07,-1.601036457438856e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.146858,1131.23,1183.27,3.3223754771172e-07,-1.349686862317977e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.166612,1131.23,1183.27,3.2669120676513884e-07,-1.1583366537537448e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.186602,1131.23,1183.27,3.206074296722353e-07,-9.88336445741044e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.206646,1131.23,1183.27,3.183029686521961e-07,-8.4277553435915e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.226632,1131.23,1183.27,3.136587622981634e-07,-7.410414792965733e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.246621,1131.23,1183.27,3.06563447035058e-07,-6.444258526529236e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.266612,1131.23,1183.27,3.03875827617215e-07,-5.594282767638083e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.286626,1131.23,1183.27,3.771696846676792e-07,1.4416321070840149e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.306628,1131.23,1183.27,4.382478988763993e-07,6.290730766688617e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.326627,1131.23,1183.27,4.891464107169994e-07,9.484024599889601e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.346598,1131.23,1183.27,4.891464107169994e-07,1.2151078229701954e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.366678,1131.23,1183.27,4.5004360150683287e-07,6.880327908178002e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.386614,1131.23,1183.27,4.174579271650274e-07,3.0094278998637077e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.406629,1131.23,1183.27,3.6767425803171355e-07,6.235249112438148e-08,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.426669,1131.23,1183.27,3.6767425803171355e-07,-1.3623960682751123e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.446634,1131.23,1183.27,3.337576647131344e-07,-2.4222906258873385e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.466611,1131.23,1183.27,3.337576647131344e-07,-3.304783473062128e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.486634,1131.23,1183.27,3.209104702742787e-07,-3.8233502461362934e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.506756,1131.23,1183.27,3.0689855093580466e-07,-3.459947849857274e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.526653,1131.23,1183.27,3.0689855093580466e-07,-3.160209897541192e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.54662,1131.23,1183.27,3.0689855093580466e-07,-2.9094594291405103e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.566648,1131.23,1183.27,3.041436142918372e-07,-2.653805309435641e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.586633,1131.23,1183.27,2.999346833079981e-07,-2.402963441107277e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.606639,1131.23,1183.27,2.9821061555666505e-07,-2.1460991788733195e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.626639,1131.23,1183.27,2.955766231587952e-07,-1.8881885168581876e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.646646,1131.23,1183.27,2.945788987656627e-07,-1.656604485504337e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.666658,1131.23,1183.27,3.402192069447189e-07,2.420593271639548e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.686605,1131.23,1183.27,4.099474555516104e-07,4.665393528217991e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.706645,1131.23,1183.27,4.099474555516104e-07,6.523772942752872e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.726637,1131.23,1183.27,4.099474555516104e-07,8.07877246310025e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.746628,1131.23,1183.27,4.385809790930628e-07,7.817393187395943e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.766629,1131.23,1183.27,4.494270107375523e-07,7.418288058885285e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.78664,1131.23,1183.27,4.584653704412936e-07,6.934691276629112e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.806636,1131.23,1183.27,4.263368719437447e-07,3.1010212019231837e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.826629,1131.23,1183.27,3.772516659058228e-07,7.242292818861689e-08,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.846652,1131.23,1183.27,3.772516659058228e-07,-1.253618007350778e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.866668,1131.23,1183.27,3.772516659058228e-07,-2.902487718181348e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.886616,1131.23,1183.27,5.315722623881857e-07,1.0474829562595857e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.906602,1131.23,1183.27,7.673398403473512e-07,1.7665908854333611e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.926608,1131.23,1183.27,8.566457410894594e-07,2.2161450261358094e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.94808,1131.23,1183.27,7.599131883052163e-07,1.0959441339029404e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.966621,1131.23,1183.27,6.793027276516803e-07,1.8866681245555442e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754611.986635,1131.23,1183.27,6.121273437737337e-07,-4.0217960855897586e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.006638,1131.23,1183.27,6.121273437737337e-07,-8.948583340152139e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.026756,1131.23,1183.27,6.114433822114448e-07,-7.513815276923383e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.046628,1131.23,1183.27,6.103984409357257e-07,-6.301348890412507e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.06661,1131.23,1183.27,6.100026298464382e-07,-5.284137880911104e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.086659,1131.23,1183.27,6.100026298464382e-07,-4.4363521127288856e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.106631,1131.23,1183.27,6.272071103978043e-07,-3.044364395212624e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.126644,1131.23,1183.27,6.391546663362531e-07,-1.9942484537307605e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.146621,1131.23,1183.27,6.391546663362531e-07,-1.2087958358111302e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.166636,1131.23,1183.27,5.755156039575443e-07,-6.306610257448413e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.186592,1131.23,1183.27,5.22483051975287e-07,-9.684607114004907e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.206652,1131.23,1183.27,4.782892586567392e-07,-1.1742338853430984e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.226651,1131.23,1183.27,4.782892586567392e-07,-1.346827761901455e-06,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.246624,1131.23,1183.27,5.46835694876069e-07,-8.623603969592761e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.266648,1131.23,1183.27,5.46835694876069e-07,-4.5930006630997924e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.287279,1131.23,1183.27,5.728002540500575e-07,-1.7299479246209272e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.306664,1131.23,1183.27,5.94437386695048e-07,4.1866575751651406e-08,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.326646,1131.23,1183.27,5.422519961872067e-07,-4.003790159744196e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
1545754612.346595,1131.23,1183.27,4.6252431624467137e-07,-6.364206502631706e-07,0.0,11.11111111111111,-0.0,0.0,0.0,0.0
